G1,G2,G3,G4
0.07015537119698868,0.06898100233738706,0.2839787278734346,(0.8738506170564553-0.13098279032056323j)
0.07015537119698868,0.06898100233738706,0.2839787278734346,(0.8738506170564553-0.13098279032056323j)
0.06676935733436658,0.06812420097397691,0.28335558788006787,(0.8003809361364742+0.03158687470386237j)
0.05771180932070559,0.07832829425576751,0.2924267344990546,(0.9949045340140299+0.17384402458196901j)
0.05713332591956092,0.07870921271271344,0.2881199340897585,(0.9700620428744384+0.12221346411755271j)
0.055444516800304246,0.09692192259533638,0.3032714856138441,(1.152485063201749+0.10319005944788377j)
0.05019523320837562,0.11820711358670337,0.3070179937705948,(1.0639935707074777+0.0388595522181432j)
0.04705422839070379,0.1276060821312242,0.30960242987224046,(0.9907345954342488+0.027011788727534933j)
0.04394718344908767,0.14200199761110285,0.31645226195811604,(1.0343242030715272+0.04149233458072423j)
0.04195626852087163,0.1461628048245582,0.32381163778283906,(0.8874088052696286-0.11297249692495256j)
0.03133778394947686,0.12650479343171397,0.31301814640057013,(0.8443731579614637+0.14185120452410543j)
0.048010703903989066,0.13378285912024437,0.3127321463996091,(0.9756288827390172+0.14086295646805638j)
0.04461527982091043,0.14454785424183683,0.3213034105476015,(0.9255518383206165-0.06234651551903344j)
0.04096889831220496,0.13920668954031304,0.31824362676913676,(0.9886645261112623+0.04979595354757273j)
0.02959109046476718,0.14553103128770808,0.32279550914118893,(0.8934404345953063+0.020975249616480774j)
0.02748950142040163,0.13991116035224166,0.315936622454651,(1.0023987143453845-0.07775623188338518j)
0.03961323192738943,0.13805633695434985,0.31949095007640366,(0.9890988297855579-0.25626328074987176j)
0.025293727977222576,0.15077053328415432,0.32996198925283904,(0.9200546255158213-0.16450678451801673j)
0.024983447822157993,0.16052527118256818,0.33583541298636277,(0.9682446081244307-0.21250756447363883j)
0.026995310538063755,0.14711945037121546,0.3237350422630656,(0.988617601290462-0.18964870704235168j)
0.02924118994503417,0.13447665409199813,0.3214326763102706,(0.9961607628277054-0.20824418457148702j)
0.02854511491687181,0.13491088196496603,0.32109192495033045,(1.0914333533814402-0.1754576996604209j)
0.027329344191168874,0.14560760092479497,0.322774860395453,(1.027407354506216-0.09814396618977106j)
0.027575104158265605,0.14411385569628632,0.32312109457474236,(1.01127554266394-0.17740002529373183j)
0.028782963932009,0.13731005408672506,0.3182766553565039,(1.0593278350594204-0.013113425506877987j)
0.02841554576769139,0.14234785933071314,0.3146592790749606,(1.1431810673175673+0.02712722314972536j)
0.028894722251053884,0.13778473178276718,0.318147926509659,(1.2124417927556996+0.0805787936927744j)
0.028247477169121064,0.14281260626142067,0.31930949813916887,(1.1986730361733966+0.01979581867153427j)
0.028521258610854677,0.14847941337883214,0.3182522360199973,(1.2524065935663409+0.009188793290019872j)
0.02709672475081939,0.14737316861494476,0.32067586140983284,(1.1438498659753156-0.022544464192894922j)
0.04401133007492068,0.13737543597833501,0.3132877397509175,(1.1977703231161634+0.0639134015673218j)
0.032839499677348935,0.13966419529915894,0.31558589963607286,(1.2891426098206542+0.17718871339685416j)
0.0351039344842317,0.13005492863191076,0.30667261237978566,(1.2680794387261156+0.14214186532062506j)
0.03540637558112142,0.13041393304618165,0.30828692983193123,(1.153405772799272+0.12727263760487548j)
0.030167752226246486,0.13160660491998724,0.311729995507959,(1.1737270971494473+0.08365493567519053j)
0.029937771260547717,0.1314184844156175,0.31113822181011386,(1.1690188125809378-0.047661236704779945j)
0.030170556854866516,0.12674837448157966,0.30859231319973074,(1.2067421356650931-0.12806081553384682j)
0.0308274478070532,0.125077630897502,0.3045957511040812,(1.25197349407646-0.02715899482404517j)
0.03166108147157636,0.1210025927284777,0.3052070256165207,(1.1637991914210075-0.12764779853754613j)
0.03479071060051888,0.11863829009149188,0.3023950713090844,(1.170086603807551-0.11087077865889448j)
0.03533467327365922,0.11696436127399608,0.30088660149597174,(1.090968758173872+0.028940529864013426j)
0.037422664528324406,0.11305439872105312,0.29262440047941696,(1.109479950968236-0.016254567314355383j)
0.035781978996640686,0.11408804271455295,0.3015709893401293,(1.0639131773621968+0.08051462684335055j)
0.03493727262431411,0.1063121458137889,0.2938912567588224,(0.9950235923057494+0.12012794058871114j)
0.037395499527003696,0.10247590048058453,0.2858631625649273,(0.9489749940415793+0.09247942161197528j)
0.041023512958155046,0.09169607733203046,0.2894737793467349,(0.8913347630162396+0.21424605788717346j)
0.046067238438632654,0.08332559129796338,0.2905116114909069,(0.7924507217741457+0.0631489671953099j)
0.0459741525051685,0.08319172635873104,0.29090103601627204,(0.9601242675665685-0.059447366878477376j)
0.04691827884753255,0.07623992530674772,0.2858356383452835,(0.8414452027448566-0.08730761099450818j)
0.04752594410933771,0.07096832776140258,0.2848746810834156,(0.7637605365997236-0.15270134480900743j)
0.06846426045672241,0.06705807140034754,0.2811537818447674,(0.8878315496909019-0.041634774122426305j)
0.04853713868158775,0.06374697465856607,0.275161079033572,(1.0592919334818285-0.028959149827553876j)
0.05161481749752678,0.06330678294384007,0.2781904040872063,(0.9634930803292499+0.02977845320015001j)
0.05899746052288842,0.05911406248629144,0.2937739279457664,(0.8426581072791004+0.05667283227752514j)
0.07380895240849818,0.05830457071384446,0.2897138081354193,(0.8267348796235605+0.0029456099202383856j)
0.05847388697571551,0.05350278940019378,0.28860084866170244,(0.9069515545801663-0.2629791698951507j)
0.06272426384731096,0.05105360107018629,0.2931076286946536,(0.8715373878532945-0.2636765192855923j)
0.07044346869819544,0.04572204132456453,0.2929071232155885,(0.8005523996950988-0.36819576814607335j)
0.066354999663837,0.04136193499048131,0.28656890146098263,(0.9745384754100153-0.4685701121451083j)
0.06024155345518754,0.03792592447353407,0.2942737864880992,(1.020415932119861-0.46277084888679765j)
0.06840067610936504,0.03576692395565122,0.2930291323782923,(0.9700713771089186-0.09025522657725796j)
0.07134063001679541,0.03340782731882181,0.2837202006627724,(0.950720402823524+0.06663349049949954j)
0.07589045875274122,0.03376040215981098,0.27527142133622,(0.9865233706761937+0.07037169784186902j)
0.0680665470916842,0.032361281176040424,0.2898660651912688,(0.8829163940856114+0.020725689900699416j)
0.0691470139553605,0.027983132961321464,0.28868898270381715,(0.8998392421982103+0.030013579214502657j)
0.07941875577542194,0.027945248510526082,0.2859981971812116,(0.9714949386036993-0.0021262993920479548j)
0.08306268688844329,0.024875212564827092,0.26289846541984146,(0.9427160543075207+0.0961239609066362j)
0.08436525592467045,0.02610358283418262,0.2682421822827287,(1.1051955940844698-0.10988661888037383j)
0.08132232142773095,0.025272777751180604,0.2690353031940851,(1.036447810336401+0.12954146020560628j)
0.07757706273559858,0.026768654567874396,0.256461324336117,(0.7664804745240659+0.24005009372660824j)
0.08572153508952947,0.02889870287132751,0.26155533102595,(0.5680272161494168+0.3217117783591064j)
0.083727338483929,0.03102935430563084,0.27677537199646884,(0.6427415817658334-0.0667898956227233j)
0.08555103555825584,0.031145095431400475,0.2747059378529807,(1.0113494553321913-0.12582491186366088j)
0.07929226245768416,0.031996773853826876,0.28300854073066667,(0.6927079427223527+0.11792840883676997j)
0.07618862942044172,0.03626264520056579,0.2990835363170846,(0.4703546688574374+0.1642721836719839j)
0.0767231110156956,0.03575308226099208,0.29308774225683254,(0.45844531149653117+0.09272896782906416j)
0.0807582320676563,0.03592667066723203,0.2877178622585354,(0.9512661407074712-0.11311157023338592j)
0.07741214525859481,0.03565647201496385,0.2918468845954352,(1.1837838219022125-0.15164638182480522j)
0.07579635063604924,0.042866265844533284,0.2986342178418752,(1.0359848245396368-0.07060454508695481j)
0.061981019460125145,0.051271360693314574,0.31096311997121695,(1.0548046571613134-0.55096711456077j)
0.070115056074315,0.04759548612703929,0.3072758182168148,(1.065036790816806-0.5812855243898514j)
0.07409192628979427,0.04841575500147295,0.30570070271387934,(1.2556630582787145-0.5406003042082879j)
0.0636602488984544,0.050526809100586774,0.31026860891710983,(1.0507215374686525-0.7290155234393649j)
0.07261529282069976,0.05769431985691541,0.3169410978024012,(0.7623555501403203-0.7452924427069596j)
0.057594528934945544,0.05674266631918069,0.30724823785684113,(0.8375618875591367-0.48771610874973764j)
0.047174252468441306,0.07240415447748472,0.3044210646098311,(0.7175131024289346-0.5395421058458995j)
0.03926990913434987,0.08367308298244888,0.30044914012155766,(0.6995143732776009-0.6358966778768806j)
0.04631546808567419,0.08364327695520686,0.2877383317077839,(0.7946122677839697-0.3335907251590056j)
0.06071026077423573,0.08085770706447704,0.2865624325889679,(0.9211015041062718-0.24569695542923373j)
0.06018220972712825,0.0768453121827228,0.27747897986895964,(0.8515242829818597-0.4602830092742901j)
0.05125380250967728,0.071338183755796,0.27394389168359373,(0.8751292430736434-0.5966755924830779j)
0.048683535730925695,0.08022916423305759,0.2750182015732964,(1.1453862875465413-0.5738714806181392j)
0.04806512390708734,0.07520034090721824,0.2853888696067992,(1.116516053886355-0.43585835933415534j)
0.04481447122696208,0.07765208350968167,0.2844257253488685,(1.0133615781117766-0.5360962410969511j)
0.04220901006741429,0.08781276633074386,0.2957759277648892,(0.635954066806567-0.056948783829564045j)
0.04015629138329725,0.0947787370831293,0.29977842492772844,(0.6556164593314195+0.10964702338492019j)
0.03972021776260867,0.09029474210799214,0.2899797277141284,(0.6710685323843391+0.04413845440275591j)
0.04340483056604762,0.07812930466239305,0.2907160521357752,(0.33974093195389693-0.20021751676103974j)
0.04624299240213866,0.07696592627933632,0.30076717650664925,(0.4121632866283614+0.02084134376572656j)
0.045599227027830896,0.07530291663231072,0.3020472632935664,(0.5226553358127338+0.1991552702953918j)
0.049388484123341334,0.06811151677260244,0.2922332181185186,(0.5733302144208242+0.24273656254765263j)
0.05036790461965165,0.06725315134033825,0.2887368311849931,(0.4975298800482195+0.5600649939839633j)
0.0482953516714808,0.06400080212049178,0.2832858607552549,(0.7463928382892239+0.7381182673426994j)
0.04905256546949742,0.06389672375915789,0.27647888621694283,(0.9089291584679584+0.7503340032568607j)
0.04342723372712927,0.07365285930061219,0.2911891368584336,(0.584987090682342+0.6664993597483362j)
0.040137857769247984,0.08313214162034224,0.28947099278977634,(0.3998577367068835+0.3496167406163109j)
0.04555751710583283,0.0679730130692408,0.2969439216403066,(0.28747165943308184+0.5265517565830332j)
0.05329281653022036,0.06361364765569259,0.2873208889244012,(0.6657940983139059+0.6368361778036885j)
0.05657125779765157,0.06557692777544037,0.2863784487176785,(0.6386353332281433+0.33338794073762823j)
0.05606091495375211,0.06834096645126338,0.2824336681842249,(0.7277138588053228-0.0009763636220592695j)
0.04792694327777057,0.08234255390724642,0.29946472066329904,(0.7814989100525381-0.09578249675064657j)
0.045360785044184504,0.08638693883352544,0.2993685021694617,(0.716839320999616+0.04033905131549815j)
0.04336098378104325,0.09145098331841789,0.29607245074554345,(1.0022640824577747+0.20200141450169154j)
0.0428318654190785,0.08942363489797268,0.3025959921146707,(0.9143444500565364-0.37459093503258234j)
0.062313618038349665,0.0903322686651016,0.30680588608761467,(0.9761897103326513-0.374505323462223j)
0.046273865362240374,0.09541393755032393,0.31103027740081446,(1.0001121795308474-0.0710158916704677j)
0.044035903749270036,0.08876172343981206,0.31486959504657297,(1.0263910013085487+0.07294010826247571j)
0.04647048493706535,0.08496628849329621,0.31435345838780915,(1.0386963968241822-0.04172428233754727j)
0.039067765498284904,0.10707481742905746,0.31687825986335355,(0.941521384451995+0.06463629664469954j)
0.03976855408794784,0.10681721506993191,0.30917523689716137,(0.9307104418308153-0.04843801550913842j)
0.04436521519619378,0.09404069712969518,0.313123946590214,(0.7810842848295658-0.0717526500432266j)
0.04873873308150825,0.08853722712272746,0.298619029381358,(0.8561164370400204-0.19738984434514167j)
0.05314460549348463,0.08056037856921185,0.291211401440489,(1.0477222472619472-0.16048436381257344j)
0.04386599468306782,0.07653867306456068,0.28728084978158197,(0.9337953015445748-0.41601541572650963j)
0.046598766320875874,0.08632780380206675,0.2924147816685086,(0.8067783316264242-0.20438066499382815j)
0.04284539053908136,0.0826583414094956,0.2843745564904108,(0.9153650569652666-0.20880143141893712j)
0.04785773841112443,0.08487334772926246,0.2965240260295286,(0.8657169660260698-0.2845764884851007j)
0.04174944184572384,0.1026638755185647,0.30383904360402425,(0.8615414516774554-0.2646175428395046j)
0.03952971285536352,0.11403475450398647,0.31735925982103674,(0.8501734742043765-0.31124097669460826j)
0.03778021856904359,0.10143306515135886,0.3044231085092379,(0.7569739881743865-0.3830816161446769j)
0.03849881789717339,0.09270193483895256,0.2948578752887572,(0.9567334479430903-0.11660790839732912j)
0.050831930475711225,0.08799035486893503,0.2882399935432607,(0.9660874581769143+0.012131598600609642j)
0.059075695211758046,0.07184966318028868,0.2865006279132912,(0.9793075255023725-0.20361126666471435j)
0.0451290770820699,0.08465106478291073,0.2941795330112133,(0.9129599745393532+0.15094652723145485j)
0.04433172779726612,0.08525572930801353,0.29579285449156456,(1.169241676432642+0.21793890484582495j)
0.046446148583649045,0.08612468599157803,0.29867868140557,(1.0273618043851886+0.3102750187308731j)
0.04236137337988962,0.09951890324528274,0.30425180064584134,(1.0836946836454702+0.1323124325650321j)
0.032574507364353224,0.11321400946147356,0.3132159031384767,(0.945442618694291+0.04521753945255124j)
0.042531935794121255,0.09939266017045295,0.2997282275811764,(1.0123555418712011+0.07641996247088423j)
0.036260507018893565,0.12755543869699923,0.3151188040905363,(1.0358200587712838+0.1637236295652839j)
0.03974929055051844,0.10859180816244526,0.30668959613203034,(0.8692408386637657+0.10398512259414426j)
0.038760786888319944,0.09426310336726097,0.30973040445248645,(0.9786726640121296-0.07483354111515475j)
0.034020623231869614,0.10893684371839134,0.3159154918648105,(0.9875597424028457+0.13011520970503973j)
0.032488444324769994,0.10447756239841992,0.3126339339301232,(0.9705819994231217-0.10979239505072114j)
0.034070844350181595,0.09631233056578094,0.2983708405454662,(0.9203139662948279-0.3217510477283826j)
0.03729252743052781,0.08950070708164914,0.29012260554502317,(0.9919619513101942-0.1958970803149108j)
0.03854117318760864,0.08295221872905119,0.28127939038882865,(0.995550476175754-0.10496257184272781j)
